publication_number,publication_date,title,abstract,assignee,country,url,cpc_codes,ipc_codes,search_intents,query_plan_ids,matched_terms,source_type,evidence_level,claims_source,description_source,signal_id,signal_type,review_priority,source_quality,source_category,source_title,source_url,source_domain,disclosure_type,related_company,related_project,related_institution,related_technology_terms,evidence_sentences,confidence,verification_status,caveat,next_verification_action,keep_for_evidence_map,rejection_reason
,,,,,,,,,,,,,,,,wsig-995704fc6d,money,95,high,public_funding,[PDF] 事業の最終目標相当の炭素繊維の製造に成功 岐阜大学内に ... - NEDO,https://www.nedo.go.jp/content/800030816.pdf,nedo.go.jp,,,,,,"NEDO水素・アンモニア成果報告会2025 団体名： 発表日：2025年7月 日 発表No.; 16 燃料電池等利用の飛躍的拡大に向けた共通課題解決型産学官連携研究開発事業/水素利用等高度化先端技術開発 P2-2 連絡先：東海国立大学機構岐阜大学入澤寿平 E-mail: irisawa.toshihira.g3@f.gifu-u.ac.jp TEL: 058-293-2530 URL: https://researchmap.jp/7000016505 (委託先)東海国立大学機構岐阜大学，九州大学(再委託先)京都工芸繊維大学，産業技術総合研究所，信州大学 低コストと高性能を両立した炭素繊維の研究開発 本研究開発の背景とコンセプト 目標と顕著な成果 引張強度 GPa 引張弾性率 GPa 製造コスト $ /k g 5.8 280 10 本研究開発の最終⽬標2 0 3 0 年 1.72 172 11-15.4 ⽶国で定められた⽬標値 1.72-2.96 136-235 15.7 ⾐料⽤PAN 系炭素繊維 2.5 173-214 -溶融紡⽷PAN 系炭素繊維 2.0 200 15.2 リグニン系炭素繊維 1.7 170 -本研究中間⽬標①( 2 0 2 2 年3 ⽉) 3.5 230 -本研究中間⽬標②( 2 0 2 4 年3 ⽉) 4.8 240 -本研究終了時⽬標 海外 等⽅原料 乱層（⾮晶）炭素 （無配向繊維） そのまま 炭素化 等⽅性原料由来炭素繊維 弾性率100GPa以下, 強度1.0GPa以下 π-π積層化 相互作⽤ 剛直⾼分⼦ 添加 収率up:70% 繊維⻑さ⽅向に 配向した炭素 弾性率240GPa以上, 強度4.0GPa以上の実現 10.0μm n 事業の最終目標相当の炭素繊維の製造に成功 今後の実用化・事業化に向けて 岐阜大学内に国内公的研究機関として唯一炭素繊維工場を整備し，研究を加速！！ アカデミア → ベンチャー企業を活用した，社会実装体制の構築を目指す！ ４大学１国立研究機関の知を結集！！.",medium,needs_human_review,"Web signals are signal candidates, not final conclusions. This is not FTO, infringement, or validity analysis. Public or government source domain; still requires human review for linkage.",Verify funding source page and project linkage.,True,
,,,,,,,,,,,,,,,,wsig-eaec1b7f38,money,95,high,public_funding,次世代航空機向け静脈産業構築事業 | 事業 | NEDO,https://www.nedo.go.jp/activities/ZZJP_100388.html,nedo.go.jp,,,,,,本プロジェクトは、退役航空機からのCFRP（Carbon Fiber Reinforced Plastics）廃材の解体・切断から航空機への適用に至るリサイクルサプライチェーンの成立条件と課題を明確化し、事業の採算性を最適化したサプライチェーン基盤を構築するものです。.; 事業概要：〔1〕サプライチェーン構築、〔2〕高効率切断、〔3〕炭素繊維回収、プリプレグ製造、〔4〕適用(成形・実証).; ## 研究開発内容.,medium,needs_human_review,"Web signals are signal candidates, not final conclusions. This is not FTO, infringement, or validity analysis. Public or government source domain; still requires human review for linkage.",Verify funding source page and project linkage.,True,
,,,,,,,,,,,,,,,,wsig-1322c04ba3,grant,95,high,public_funding,低コストで高強度な炭素繊維強化アルミニウム基複合材料を製造する技術の開発に成功,https://www.jst.go.jp/pr/info/info669/index.html,jst.go.jp,,,,,,# 低コストで高強度な炭素繊維強化アルミニウム基複合材料を製造する 技術の開発に成功.; ＪＳＴ（理事長　北澤 宏一）はこのほど、独創的シーズ展開事業・委託開発の開発課題「炭素繊維強化アルミニウム基複合材料」の開発結果を成功と認定しました。.; 炭素繊維とアルミニウムの複合材料については、石油ピッチを原料とするピッチ系炭素繊維注１）を用いた材料が一部実用化されているものの高価であるため用途が限られています。一方、安価なポリアクリロニトリル（ＰＡＮ）系炭素繊維注２）を用いる複合材料については、熔融したアルミニウムとの複合化時に高温のアルミニウムと炭素繊維が界面反応を起こして炭素繊維が劣化し機械的強度が低下するという問題がありました。.,medium,needs_human_review,"Web signals are signal candidates, not final conclusions. This is not FTO, infringement, or validity analysis. Public or government source domain; still requires human review for linkage.",Verify funding source page and project linkage.,True,
,,,,,,,,,,,,,,,,wsig-38341bfeb0,national_project,85,high,government,炭素繊維強化プラスチックを用いた深海掘削用軽量 マリンライザー ...,https://www.jstage.jst.go.jp/article/japt/78/5/78_388/_pdf/-char/en,jstage.jst.go.jp,,,,,,炭素繊維は出発原料によって PAN 系と.; 高弾性のメソフェーズピッチ系炭素繊維を採用すること.,medium,needs_human_review,"Web signals are signal candidates, not final conclusions. This is not FTO, infringement, or validity analysis. Public or government source domain; still requires human review for linkage.",Verify funding source page and project linkage.,True,
,,,,,,,,,,,,,,,,wsig-081c199a6d,national_project,85,high,government,炭素繊維と CFRP について - J-Stage,https://www.jstage.jst.go.jp/article/mcwmr/24/5/24_343/_pdf,jstage.jst.go.jp,,,,,,そこで，PAN 系炭素繊維の.; 焼成には，まず 200℃での炭化工程を行った後，炭素化.; らかにした。これらの成果が PAN 系,medium,needs_human_review,"Web signals are signal candidates, not final conclusions. This is not FTO, infringement, or validity analysis. Public or government source domain; still requires human review for linkage.",Verify funding source page and project linkage.,True,
,,,,,,,,,,,,,,,,wsig-578dde16bd,national_project,85,high,government,"炭素繊維強化熱可塑性プラスチック -現状,応用分野および課題",https://jglobal.jst.go.jp/detail?JGLOBAL_ID=201502294970657536,jglobal.jst.go.jp,,,,,,"本稿では,今後さらなる発展が期待されるCFRPとそのベースとなる炭素繊維について現状と将来の展望を示した。まず炭素繊維の歴史として,大きくPAN系とピッチ系があり,等方性",medium,needs_human_review,"Web signals are signal candidates, not final conclusions. This is not FTO, infringement, or validity analysis. Public or government source domain; still requires human review for linkage.",Verify funding source page and project linkage.,True,
,,,,,,,,,,,,,,,,wsig-8ceb042989,national_project,85,high,government,炭素繊維(PAN系)の 進歩と今後の展開 - J-Stage,https://www.jstage.jst.go.jp/article/fiber1944/51/9/51_9_P376/_pdf,jstage.jst.go.jp,,,,,,本稿では前半でPAN系.; 炭素繊維の最近の技術進歩.,medium,needs_human_review,"Web signals are signal candidates, not final conclusions. This is not FTO, infringement, or validity analysis. Public or government source domain; still requires human review for linkage.",Verify funding source page and project linkage.,True,
,,,,,,,,,,,,,,,,wsig-6521feb48a,national_project,85,high,government,[PDF] 過熱水蒸気を利用した CFRP（炭素繊維強化プラスチック） の ...,https://www.chubu.meti.go.jp/b35innovation/meetupchubu/event/pdf/slide78-10.pdf,chubu.meti.go.jp,,,,,,プロジェクト，経済産業省・.; 戦略的基盤技術高度化支援事業（サポイン事業），NEDO委託事業「革新.; 的新構造材料等研究開発」の一環として実施した。,medium,needs_human_review,"Web signals are signal candidates, not final conclusions. This is not FTO, infringement, or validity analysis. Public or government source domain; still requires human review for linkage.",Verify funding source page and project linkage.,True,
,,,,,,,,,,,,,,,,wsig-2460f9983a,national_project,85,high,government,夢の新素材！知ってますか？ | もうけの花道（経済産業省中国経済 ...,https://www.chugoku.meti.go.jp/ip/contents/39,chugoku.meti.go.jp,,,,,,そこで、広島県は炭素繊維プロジェクトチームを立ち上げ、広島県内自動車関連産業支援を主な目的として、低コストかつ生産性の高い「広島県独自の炭素繊維複合材料加工技術,medium,needs_human_review,"Web signals are signal candidates, not final conclusions. This is not FTO, infringement, or validity analysis. Public or government source domain; still requires human review for linkage.",Verify funding source page and project linkage.,True,
,,,,,,,,,,,,,,,,wsig-43faf6ffc4,grant,85,high,public_funding,[PDF] Progress in the Field of Reducing Fluorocarbon Emissions | NEDO,https://www.nedo.go.jp/content/100555304.pdf,nedo.go.jp,,,,,,,medium,needs_human_review,"Web signals are signal candidates, not final conclusions. This is not FTO, infringement, or validity analysis. Public or government source domain; still requires human review for linkage.",Verify funding source page and project linkage.,True,
,,,,,,,,,,,,,,,,wsig-2f6fe156a3,national_project,85,high,government,Carbon fiber reinforced shape memory epoxy composites with ...,http://jglobal.jst.go.jp/en/public/201902211551778620,jglobal.jst.go.jp,,,,,,Carbon fiber reinforced shape memory epoxy composites with superior mechanical performances ...,medium,needs_human_review,"Web signals are signal candidates, not final conclusions. This is not FTO, infringement, or validity analysis. Public or government source domain; still requires human review for linkage.",Verify funding source page and project linkage.,True,
